[2011/07/18 Mon 10:41:21] Check Leaks ===================================================>
Memory Stay ------> 0x10708dc0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10748d98 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10734d98 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1073cd40 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10730d00 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1072cd68 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10718de0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10690d98 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10690d88 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10690d78 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10690d68 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10690d58 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10710d68 (size   4, <Unknown>:0   )
Memory Stay ------> 0x106fcd68 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10700d78 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10364d98 (size   4, <Unknown>:0   )
Memory Stay ------> 0x106f4d38 (size   4, <Unknown>:0   )
Memory Stay ------> 0x106e4d48 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10658df0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10658de0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10658dd0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10658dc0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10658db0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10658da0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10658d90 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10658d80 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10658d70 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10658d60 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10658d50 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10658d40 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10658d30 (size   4, <Unknown>:0   )
Memory Stay ------> 0x106d4d28 (size   4, <Unknown>:0   )
Memory Stay ------> 0x106c0d30 (size   4, <Unknown>:0   )
Memory Stay ------> 0x106c8df8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x106c4d38 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10690d48 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10690d38 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10690d28 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10690d18 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10690d08 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10654d60 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10654d50 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10654d40 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10654d30 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10654d20 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10654d10 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10654d00 (size   4, <Unknown>:0   )
Memory Stay ------> 0x106a4d90 (size   4, <Unknown>:0   )
Memory Stay ------> 0x106acdc0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10658d18 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10658d08 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1066cdb8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1066cda8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1066cd98 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10698d70 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10684d98 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1068cd18 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10688d80 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1067cd58 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10668d60 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10670d00 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10604df0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1065cd80 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10648da8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10650d28 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1064cd90 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1062cdb8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10364db0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10624d60 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10610db0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10614d70 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10608d80 (size   4, <Unknown>:0   )
Memory Stay ------> 0x105f4d50 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104d0d40 (size   4, <Unknown>:0   )
Memory Stay ------> 0x105e8d80 (size   4, <Unknown>:0   )
Memory Stay ------> 0x105d4d90 (size   4, <Unknown>:0   )
Memory Stay ------> 0x105dcd28 (size   4, <Unknown>:0   )
Memory Stay ------> 0x105d8d90 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10580d68 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10580d58 (size   4, <Unknown>:0   )
Memory Stay ------> 0x105ccd60 (size   4, <Unknown>:0   )
Memory Stay ------> 0x105b8de8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10518df8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1056cdd8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1056cdc8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x105acd90 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10598db8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x105a0d38 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1059cda0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10588d40 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10590d68 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1057cd68 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10504d10 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10504d00 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10580d80 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10570da8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1055cde8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10564d50 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10558d50 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10540df8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10518de0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10518dd0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10518dc0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10518db0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10518da0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10518d90 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10538d90 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10524dc0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10528da0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104d0df8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104d0de8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104d0dd8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104d0dc8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104d0db8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104d0da8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104d0d98 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104d0d88 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104d0d78 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104d0d68 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104d0d58 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1051cd90 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10508de0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10510d38 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104f4dc8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104fcde0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104f0d88 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104ecdf0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104e0dc8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104d4d70 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104c0dd8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104acdf0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104b4d80 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104b0de8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104a8d48 (size   4, <Unknown>:0   )
Memory Stay ------> 0x104a4db0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10490d50 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10440d28 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10440d18 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10440d08 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10484d80 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10470da8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10478d28 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10454d28 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1044cdf8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103ccd78 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103ccd68 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103ccd58 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103ccd48 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103ccd38 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103ccd28 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103ccd18 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103ccd08 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103e4d00 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10430dc0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1041cd80 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10364df8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10410da0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103fcd10 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10404d48 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10400db0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103f4db0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103e8d58 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10390d78 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10394d38 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10390d68 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10390d58 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10390d48 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10394d28 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10394d18 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10394d08 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103e4d10 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103d4df0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103c0db8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103c8d98 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103bcd30 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103b8d98 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10398d60 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1038cd08 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10374de0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1037cd48 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10348d28 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1034cd50 (size   4, <Unknown>:0   )
Memory Stay ------> 0x102f4dd8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x102f4dc8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10340da8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1032cd18 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10334d50 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10330db8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10328dc0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x102f4df8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x102f4de8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x102d8d18 (size  54, <Unknown>:0   )
Memory Stay ------> 0x10320d80 (size  12, <Unknown>:0   )
Memory Stay ------> 0x10320d70 (size  12, <Unknown>:0   )
Memory Stay ------> 0x10320d58 (size  14, <Unknown>:0   )
Memory Stay ------> 0x10318dc8 (size  12, <Unknown>:0   )
Memory Stay ------> 0x10318db8 (size  12, <Unknown>:0   )
Memory Stay ------> 0x10318da0 (size  14, <Unknown>:0   )
Memory Stay ------> 0x10314d28 (size  14, <Unknown>:0   )
Memory Stay ------> 0x10314d18 (size  12, <Unknown>:0   )
Memory Stay ------> 0x10310dd0 (size  12, <Unknown>:0   )
Memory Stay ------> 0x10310dc0 (size  12, <Unknown>:0   )
Memory Stay ------> 0x10310db0 (size  12, <Unknown>:0   )
Memory Stay ------> 0x10304d90 (size  14, <Unknown>:0   )
Memory Stay ------> 0x10300d20 (size  12, <Unknown>:0   )
Memory Stay ------> 0x10300d10 (size  12, <Unknown>:0   )
Memory Stay ------> 0x102fcdd0 (size  12, <Unknown>:0   )
Memory Stay ------> 0x102f4db8 (size  12, <Unknown>:0   )
Memory Stay ------> 0x102f4da8 (size  12, <Unknown>:0   )
Memory Stay ------> 0x102f4d78 (size  12, <Unknown>:0   )
Memory Stay ------> 0x102f4d90 (size  14, <Unknown>:0   )
Memory Stay ------> 0x102f4d60 (size  14, <Unknown>:0   )
Memory Stay ------> 0x102f4d48 (size  14, <Unknown>:0   )
Memory Stay ------> 0x102f0d28 (size  12, <Unknown>:0   )
Memory Stay ------> 0x102f0d18 (size  12, <Unknown>:0   )
Memory Stay ------> 0x102f0d08 (size  12, <Unknown>:0   )
Memory Stay ------> 0x102ecd88 (size  12, <Unknown>:0   )
Memory Stay ------> 0x102ecd78 (size  12, <Unknown>:0   )
Memory Stay ------> 0x102ecd60 (size  14, <Unknown>:0   )
Memory Stay ------> 0x102e8de8 (size  14, <Unknown>:0   )
Memory Stay ------> 0x102c4d80 (size  32, <Unknown>:0   )
Memory Stay ------> 0x102c0dc0 (size  32, <Unknown>:0   )
Memory Stay ------> 0x102b8d00 (size  32, <Unknown>:0   )
Memory Stay ------> 0x102b4d40 (size  32, <Unknown>:0   )
Memory Stay ------> 0x102b0d80 (size  32, <Unknown>:0   )
Memory Stay ------> 0x102acdc0 (size  32, <Unknown>:0   )
Memory Stay ------> 0x102a0d58 (size  20, <Unknown>:0   )
Memory Stay ------> 0x1029cd38 (size  20, <Unknown>:0   )
Memory Stay ------> 0x10298d18 (size  20, <Unknown>:0   )
Memory Stay ------> 0x1028cde8 (size  20, <Unknown>:0   )
Memory Stay ------> 0x10278d58 (size  44, ../../common/cmr_setting_element.cpp:54  )
Memory Stay ------> 0x10278d30 (size  33, <Unknown>:0   )
Memory Stay ------> 0x10270d20 (size  44, ../../common/cmr_setting_element.cpp:54  )
Memory Stay ------> 0x10270d00 (size  23, <Unknown>:0   )
Memory Stay ------> 0x10264dc8 (size  44, ../../common/cmr_setting_element.cpp:54  )
Memory Stay ------> 0x10124d08 (size  44, ../../common/cmr_setting_element.cpp:54  )
Memory Stay ------> 0x1011cdf8 (size  20, <Unknown>:0   )
Memory Stay ------> 0x10114dc0 (size  20, <Unknown>:0   )
Memory Stay ------> 0x10108d50 (size  20, <Unknown>:0   )
Memory Stay ------> 0x10100db0 (size  52, ../../common/cmr_setting_element.cpp:64  )
Memory Stay ------> 0x10100d70 (size  57, <Unknown>:0   )
Memory Stay ------> 0x100f4df8 (size  44, ../../common/cmr_setting_element.cpp:54  )
Memory Stay ------> 0x100f4db8 (size  60, <Unknown>:0   )
Memory Stay ------> 0x10038d08 (size  12, <Unknown>:0   )
Memory Stay ------> 0x10034de8 (size  25, <Unknown>:0   )
Memory Stay ------> 0x1002cdc0 (size  48, <Unknown>:0   )
Memory Stay ------> 0x10028d20 (size  15, <Unknown>:0   )
Memory Stay ------> 0x1001cda8 (size  56, <Unknown>:0   )
Memory Stay ------> 0x1001cd70 (size  47, <Unknown>:0   )
Memory Stay ------> 0x10014df0 (size  27, <Unknown>:0   )
Memory Stay ------> 0x10a48ef8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10a3cea0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10a2cee8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10a18ec0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10364e38 (size  14, <Unknown>:0   )
Memory Stay ------> 0x10360e40 (size  14, <Unknown>:0   )
Memory Stay ------> 0x103a8e88 (size  17, <Unknown>:0   )
Memory Stay ------> 0x103a8e00 (size  14, <Unknown>:0   )
Memory Stay ------> 0x10a1ce40 (size  14, <Unknown>:0   )
Memory Stay ------> 0x10a0ced0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109f8ec8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10a00e78 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109fcee0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109f4e20 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109f0e88 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109e4e30 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109e0e80 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109e0e70 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109e0e60 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109e0e50 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109e0e40 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109e0e30 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109e0e20 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109e0e10 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109e0e00 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109d4e90 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109d0ef8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109c4ea0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109b4e78 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109b4e68 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109b4e58 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109b4e48 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109b4e38 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109b4e28 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109b4e18 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109b4e08 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109b8e98 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109ace80 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109ace70 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109ace60 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109ace50 (size   4, <Unknown>:0   )
Memory Stay ------> 0x109ace40 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10998ee0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1098ce88 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10988ef0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1091cef0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1091cee0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1091ced0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1091cec0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1091ceb0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1091cea0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1091ce90 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1097ced8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10968e20 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108e0ef8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108e0e88 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108e0e78 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108e0e68 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108e0e58 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108e0e48 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108e0e38 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108e0e28 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108e0e18 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108e0e08 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108c8e28 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108c8e18 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108c8e08 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108c0ea0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1095cee0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10948ec8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10950e80 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1094cee8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10938ed8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10938ec8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10938eb8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10938ea8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10940e98 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1092cec8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108c0e90 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108c0e80 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108c0e70 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108c0e60 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108c0e50 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108c0e40 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108c0e30 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108c0e20 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108c0e10 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108c0e00 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108e0ee0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108c0eb8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10920ec8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1090ced0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10914e70 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10910ed8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10908e28 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10904e90 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108f0e38 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108e8e10 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108d4ee8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108d4ed8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108d4ec8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108d4eb8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108d4ea8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108d4e98 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108d4e88 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108d4e78 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108d4e68 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108d4e58 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108d4e48 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108d4e38 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108d8e20 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108d0ee8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108d0ed8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108d0ec8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108d0eb8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1088ce40 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1088ce30 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1088ce20 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1088ce10 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108c0ec8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108a4e38 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108a4e28 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108a4e18 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108a4e08 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10898e60 (size   4, <Unknown>:0   )
Memory Stay ------> 0x108a0ec8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1089ce08 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103e4e68 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103e4e58 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103e4e48 (size   4, <Unknown>:0   )
Memory Stay ------> 0x103e4e38 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1088ce78 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1088ce68 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1088ce58 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10890e10 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1087ce18 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10830ef0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10830ee0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10870e28 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1085ce28 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10864ef8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10860e38 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10364e50 (size  12, <Unknown>:0   )
Memory Stay ------> 0x10840e50 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10848ec8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x107dce88 (size   4, <Unknown>:0   )
Memory Stay ------> 0x107dce78 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10834e40 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10820e68 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10824e50 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1033cea8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1033ce98 (size   4, <Unknown>:0   )
Memory Stay ------> 0x1081cee8 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10818e28 (size   4, <Unknown>:0   )
Memory Stay ------> 0x10804e10 (size   4, <Unknown>:0   )
Memory Stay ------> 0x107dced0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x107dcec0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x107dceb0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x107dcea0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x107e8e20 (size   4, <Unknown>:0   )
Memory Stay ------> 0x107d8ee0 (size   4, <Unknown>:0   )
Memory Stay ------> 0x107cce90 (size   4, <Unknown>:0   )
